user_id,group_id,group_name
u00275,g_dep_1,Customer Service
u00275,g_div_0,Europe Retail
u00275,g_int_3,Interest group 4
u00276,g_dep_2,Logistics
u00276,g_div_0,Europe Retail
u00276,g_int_1,Interest group 2
u00276,g_int_4,Interest group 5
u00277,g_dep_2,Logistics
u00277,g_div_0,Europe Retail
u00278,g_dep_1,Customer Service
u00278,g_div_0,Europe Retail
u00279,g_dep_0,Store Operations
u00279,g_div_1,US Retail
u00280,g_dep_0,Store Operations
u00280,g_div_0,Europe Retail
u00281,g_dep_1,Customer Service
u00281,g_div_0,Europe Retail
u00281,g_int_2,Interest group 3
u00281,g_int_4,Interest group 5
u00282,g_dep_0,Store Operations
u00282,g_div_0,Europe Retail
u00282,g_int_5,Interest group 6
u00282,g_int_1,Interest group 2
u00283,g_dep_1,Customer Service
u00283,g_div_0,Europe Retail
u00284,g_dep_3,Communications
u00284,g_div_0,Europe Retail
u00285,g_dep_1,Customer Service
u00285,g_div_0,Europe Retail
u00286,g_dep_2,Logistics
u00286,g_div_0,Europe Retail
u00287,g_dep_2,Logistics
u00287,g_div_1,US Retail
u00288,g_dep_0,Store Operations
u00288,g_div_0,Europe Retail
u00288,g_int_5,Interest group 6
u00289,g_dep_5,Management
u00289,g_div_0,Europe Retail
u00289,g_int_4,Interest group 5
u00289,g_int_3,Interest group 4
u00290,g_dep_0,Store Operations
u00290,g_div_0,Europe Retail
u00290,g_int_3,Interest group 4
u00290,g_int_4,Interest group 5
u00291,g_dep_5,Management
u00291,g_div_1,US Retail
u00291,g_int_1,Interest group 2
u00291,g_int_3,Interest group 4
u00292,g_dep_1,Customer Service
u00292,g_div_0,Europe Retail
u00292,g_int_3,Interest group 4
u00293,g_dep_0,Store Operations
u00293,g_div_1,US Retail
u00293,g_int_0,Interest group 1
u00293,g_int_5,Interest group 6
u00294,g_dep_0,Store Operations
u00294,g_div_0,Europe Retail
u00295,g_dep_1,Customer Service
u00295,g_div_0,Europe Retail
u00296,g_dep_0,Store Operations
u00296,g_div_0,Europe Retail
u00296,g_int_0,Interest group 1
u00297,g_dep_3,Communications
u00297,g_div_0,Europe Retail
u00298,g_dep_0,Store Operations
u00298,g_div_0,Europe Retail
u00298,g_int_1,Interest group 2
u00298,g_int_5,Interest group 6
u00299,g_dep_1,Customer Service
u00299,g_div_1,US Retail
u00299,g_int_2,Interest group 3
u00299,g_int_4,Interest group 5
u00300,g_dep_0,Store Operations
u00300,g_div_0,Europe Retail
u00301,g_dep_1,Customer Service
u00301,g_div_0,Europe Retail
u00302,g_dep_0,Store Operations
u00302,g_div_0,Europe Retail
u00302,g_int_3,Interest group 4
u00303,g_dep_4,Human Resources
u00303,g_div_0,Europe Retail
u00303,g_int_0,Interest group 1
u00304,g_dep_1,Customer Service
u00304,g_div_0,Europe Retail
u00304,g_int_3,Interest group 4
u00305,g_dep_1,Customer Service
u00305,g_div_0,Europe Retail
u00305,g_int_5,Interest group 6
u00306,g_dep_0,Store Operations
u00306,g_div_0,Europe Retail
u00307,g_dep_3,Communications
u00307,g_div_0,Europe Retail
u00307,g_int_1,Interest group 2
u00307,g_int_3,Interest group 4
u00308,g_dep_3,Communications
u00308,g_div_0,Europe Retail
u00308,g_int_2,Interest group 3
u00309,g_dep_0,Store Operations
u00309,g_div_1,US Retail
u00310,g_dep_0,Store Operations
u00310,g_div_0,Europe Retail
u00310,g_int_4,Interest group 5
u00311,g_dep_1,Customer Service
u00311,g_div_0,Europe Retail
u00311,g_int_2,Interest group 3
u00311,g_int_1,Interest group 2
u00312,g_dep_1,Customer Service
u00312,g_div_1,US Retail
u00312,g_int_2,Interest group 3
u00312,g_int_5,Interest group 6
u00313,g_dep_2,Logistics
u00313,g_div_0,Europe Retail
u00313,g_int_3,Interest group 4
u00313,g_int_4,Interest group 5
u00314,g_dep_0,Store Operations
u00314,g_div_0,Europe Retail
u00315,g_dep_0,Store Operations
u00315,g_div_0,Europe Retail
u00316,g_dep_0,Store Operations
u00316,g_div_0,Europe Retail
u00316,g_int_1,Interest group 2
u00316,g_int_4,Interest group 5
u00317,g_dep_0,Store Operations
u00317,g_div_0,Europe Retail
u00317,g_int_3,Interest group 4
u00318,g_dep_0,Store Operations
u00318,g_div_1,US Retail
u00318,g_int_2,Interest group 3
u00318,g_int_3,Interest group 4
u00319,g_dep_4,Human Resources
u00319,g_div_0,Europe Retail
u00320,g_dep_2,Logistics
u00320,g_div_0,Europe Retail
u00321,g_dep_2,Logistics
u00321,g_div_0,Europe Retail
u00321,g_int_5,Interest group 6
u00321,g_int_0,Interest group 1
u00322,g_dep_0,Store Operations
u00322,g_div_1,US Retail
u00322,g_int_1,Interest group 2
u00323,g_dep_1,Customer Service
u00323,g_div_0,Europe Retail
u00324,g_dep_1,Customer Service
u00324,g_div_0,Europe Retail
u00324,g_int_0,Interest group 1
u00324,g_int_3,Interest group 4
u00325,g_dep_0,Store Operations
u00325,g_div_0,Europe Retail
u00326,g_dep_4,Human Resources
u00326,g_div_0,Europe Retail
u00327,g_dep_0,Store Operations
u00327,g_div_0,Europe Retail
u00327,g_int_5,Interest group 6
u00328,g_dep_0,Store Operations
u00328,g_div_1,US Retail
u00329,g_dep_0,Store Operations
u00329,g_div_1,US Retail
u00330,g_dep_0,Store Operations
u00330,g_div_1,US Retail
u00330,g_int_2,Interest group 3
u00330,g_int_1,Interest group 2
u00331,g_dep_2,Logistics
u00331,g_div_0,Europe Retail
u00332,g_dep_0,Store Operations
u00332,g_div_0,Europe Retail
u00332,g_int_2,Interest group 3
u00332,g_int_1,Interest group 2
u00333,g_dep_5,Management
u00333,g_div_0,Europe Retail
u00333,g_int_3,Interest group 4
u00333,g_int_1,Interest group 2
u00334,g_dep_2,Logistics
u00334,g_div_0,Europe Retail
u00335,g_dep_4,Human Resources
u00335,g_div_0,Europe Retail
u00335,g_int_2,Interest group 3
u00336,g_dep_0,Store Operations
u00336,g_div_0,Europe Retail
u00336,g_int_1,Interest group 2
u00336,g_int_5,Interest group 6
u00337,g_dep_2,Logistics
u00337,g_div_0,Europe Retail
u00338,g_dep_1,Customer Service
u00338,g_div_0,Europe Retail
u00339,g_dep_0,Store Operations
u00339,g_div_1,US Retail
u00340,g_dep_1,Customer Service
u00340,g_div_0,Europe Retail
u00340,g_int_2,Interest group 3
u00340,g_int_1,Interest group 2
u00341,g_dep_0,Store Operations
u00341,g_div_0,Europe Retail
u00341,g_int_3,Interest group 4
u00341,g_int_4,Interest group 5
u00342,g_dep_0,Store Operations
u00342,g_div_1,US Retail
u00342,g_int_1,Interest group 2
u00342,g_int_3,Interest group 4
u00343,g_dep_0,Store Operations
u00343,g_div_0,Europe Retail
u00344,g_dep_0,Store Operations
u00344,g_div_0,Europe Retail
u00344,g_int_4,Interest group 5
u00345,g_dep_1,Customer Service
u00345,g_div_0,Europe Retail
u00345,g_int_0,Interest group 1
u00345,g_int_4,Interest group 5
u00346,g_dep_1,Customer Service
u00346,g_div_0,Europe Retail
u00347,g_dep_0,Store Operations
u00347,g_div_1,US Retail
u00347,g_int_0,Interest group 1
u00348,g_dep_1,Customer Service
u00348,g_div_1,US Retail
u00348,g_int_4,Interest group 5
u00348,g_int_5,Interest group 6
u00349,g_dep_0,Store Operations
u00349,g_div_0,Europe Retail
u00350,g_dep_0,Store Operations
u00350,g_div_0,Europe Retail
u00350,g_int_0,Interest group 1
u00350,g_int_3,Interest group 4
u00351,g_dep_0,Store Operations
u00351,g_div_0,Europe Retail
u00351,g_int_2,Interest group 3
u00351,g_int_3,Interest group 4
u00352,g_dep_1,Customer Service
u00352,g_div_1,US Retail
u00353,g_dep_2,Logistics
u00353,g_div_0,Europe Retail
u00353,g_int_5,Interest group 6
u00353,g_int_0,Interest group 1
u00354,g_dep_0,Store Operations
u00354,g_div_0,Europe Retail
u00354,g_int_1,Interest group 2
u00355,g_dep_3,Communications
u00355,g_div_0,Europe Retail
u00355,g_int_5,Interest group 6
u00356,g_dep_5,Management
u00356,g_div_1,US Retail
u00356,g_int_5,Interest group 6
u00356,g_int_3,Interest group 4
u00357,g_dep_0,Store Operations
u00357,g_div_0,Europe Retail
u00357,g_int_0,Interest group 1
u00357,g_int_2,Interest group 3
u00358,g_dep_1,Customer Service
u00358,g_div_0,Europe Retail
u00358,g_int_3,Interest group 4
u00358,g_int_1,Interest group 2
u00359,g_dep_5,Management
u00359,g_div_0,Europe Retail
u00359,g_int_1,Interest group 2
u00359,g_int_3,Interest group 4
u00360,g_dep_0,Store Operations
u00360,g_div_1,US Retail
u00361,g_dep_2,Logistics
u00361,g_div_0,Europe Retail
u00361,g_int_0,Interest group 1
u00362,g_dep_4,Human Resources
u00362,g_div_0,Europe Retail
u00362,g_int_1,Interest group 2
u00362,g_int_0,Interest group 1
u00363,g_dep_1,Customer Service
u00363,g_div_0,Europe Retail
u00363,g_int_1,Interest group 2
u00364,g_dep_4,Human Resources
u00364,g_div_0,Europe Retail
u00365,g_dep_0,Store Operations
u00365,g_div_0,Europe Retail
u00365,g_int_2,Interest group 3
u00365,g_int_1,Interest group 2
u00366,g_dep_0,Store Operations
u00366,g_div_0,Europe Retail
u00366,g_int_0,Interest group 1
u00366,g_int_3,Interest group 4
u00367,g_dep_0,Store Operations
u00367,g_div_0,Europe Retail
u00368,g_dep_1,Customer Service
u00368,g_div_0,Europe Retail
u00368,g_int_2,Interest group 3
u00368,g_int_3,Interest group 4
u00369,g_dep_1,Customer Service
u00369,g_div_0,Europe Retail
u00369,g_int_3,Interest group 4
u00370,g_dep_0,Store Operations
u00370,g_div_0,Europe Retail
u00370,g_int_4,Interest group 5
u00370,g_int_3,Interest group 4
u00371,g_dep_0,Store Operations
u00371,g_div_1,US Retail
u00372,g_dep_0,Store Operations
u00372,g_div_0,Europe Retail
u00372,g_int_2,Interest group 3
u00373,g_dep_3,Communications
u00373,g_div_0,Europe Retail
u00373,g_int_5,Interest group 6
u00373,g_int_3,Interest group 4
u00374,g_dep_0,Store Operations
u00374,g_div_0,Europe Retail
u00374,g_int_2,Interest group 3
u00374,g_int_0,Interest group 1
u00375,g_dep_0,Store Operations
u00375,g_div_0,Europe Retail
u00375,g_int_5,Interest group 6
u00375,g_int_0,Interest group 1
u00376,g_dep_2,Logistics
u00376,g_div_0,Europe Retail
u00376,g_int_0,Interest group 1
u00376,g_int_5,Interest group 6
u00377,g_dep_2,Logistics
u00377,g_div_0,Europe Retail
u00378,g_dep_0,Store Operations
u00378,g_div_0,Europe Retail
u00379,g_dep_5,Management
u00379,g_div_0,Europe Retail
u00380,g_dep_0,Store Operations
u00380,g_div_0,Europe Retail
u00381,g_dep_0,Store Operations
u00381,g_div_0,Europe Retail
u00382,g_dep_0,Store Operations
u00382,g_div_0,Europe Retail
u00382,g_int_0,Interest group 1
u00382,g_int_3,Interest group 4
u00383,g_dep_0,Store Operations
u00383,g_div_0,Europe Retail
u00383,g_int_0,Interest group 1
u00383,g_int_1,Interest group 2
u00384,g_dep_2,Logistics
u00384,g_div_0,Europe Retail
u00384,g_int_1,Interest group 2
u00385,g_dep_2,Logistics
u00385,g_div_0,Europe Retail
u00386,g_dep_2,Logistics
u00386,g_div_1,US Retail
u00386,g_int_5,Interest group 6
u00386,g_int_2,Interest group 3
u00387,g_dep_2,Logistics
u00387,g_div_0,Europe Retail
u00387,g_int_3,Interest group 4
u00388,g_dep_0,Store Operations
u00388,g_div_0,Europe Retail
u00389,g_dep_4,Human Resources
u00389,g_div_0,Europe Retail
u00389,g_int_4,Interest group 5
u00390,g_dep_1,Customer Service
u00390,g_div_0,Europe Retail
u00390,g_int_0,Interest group 1
u00390,g_int_3,Interest group 4
u00391,g_dep_0,Store Operations
u00391,g_div_0,Europe Retail
u00391,g_int_1,Interest group 2
u00392,g_dep_0,Store Operations
u00392,g_div_1,US Retail
u00392,g_int_2,Interest group 3
u00392,g_int_0,Interest group 1
u00393,g_dep_1,Customer Service
u00393,g_div_0,Europe Retail
u00393,g_int_3,Interest group 4
u00393,g_int_5,Interest group 6
u00394,g_dep_0,Store Operations
u00394,g_div_0,Europe Retail
u00395,g_dep_0,Store Operations
u00395,g_div_1,US Retail
u00395,g_int_5,Interest group 6
u00395,g_int_3,Interest group 4
u00396,g_dep_0,Store Operations
u00396,g_div_0,Europe Retail
u00397,g_dep_5,Management
u00397,g_div_0,Europe Retail
u00398,g_dep_0,Store Operations
u00398,g_div_1,US Retail
u00399,g_dep_4,Human Resources
u00399,g_div_0,Europe Retail
