post_id,author_id,stream_id,created_at,has_video,mention_count,comment_count,like_count,comment_like_count
post000410,u00120,s011,2025-03-18T23:09:12,0,0,1,23,0
post000411,u00023,s009,2025-03-18T23:22:27,0,0,1,10,0
post000412,u00187,s011,2025-03-19T00:52:06,0,1,2,11,2
post000413,u00290,s010,2025-03-19T03:22:47,0,0,1,14,1
post000414,u00351,s006,2025-03-19T04:25:58,0,0,3,19,0
post000415,u00037,s005,2025-03-19T04:59:52,0,1,2,18,3
post000416,u00174,s010,2025-03-19T05:07:05,0,0,0,15,0
post000417,u00185,s010,2025-03-19T05:17:51,0,0,3,14,1
post000418,u00205,s005,2025-03-19T09:01:40,0,0,4,13,4
post000419,u00205,s011,2025-03-19T09:40:54,0,0,1,20,2
post000420,u00225,s007,2025-03-19T10:23:01,0,0,0,15,0
post000421,u00159,s006,2025-03-19T10:33:09,0,0,3,17,4
post000422,u00380,s010,2025-03-19T10:39:47,0,1,2,14,1
post000423,u00006,s011,2025-03-19T10:53:44,1,0,2,8,0
post000424,u00385,s006,2025-03-19T11:23:32,0,0,1,17,1
post000425,u00114,s004,2025-03-19T11:27:11,0,1,3,14,1
post000426,u00187,s005,2025-03-19T11:58:15,0,0,1,14,0
post000427,u00023,s009,2025-03-19T11:59:01,0,1,1,12,0
post000428,u00046,s005,2025-03-19T12:46:41,0,0,4,19,3
post000429,u00272,s000,2025-03-19T13:02:01,0,0,2,17,3
post000430,u00023,s006,2025-03-19T13:18:47,0,0,1,19,1
post000431,u00192,s009,2025-03-19T13:28:40,0,0,1,12,0
post000432,u00196,s009,2025-03-19T13:32:49,1,0,2,18,1
post000433,u00260,s005,2025-03-19T13:46:05,0,1,2,14,0
post000434,u00326,s000,2025-03-19T14:31:08,0,0,0,18,0
post000435,u00212,s011,2025-03-19T16:26:24,0,0,2,13,0
post000436,u00205,s005,2025-03-19T19:59:31,0,0,2,23,3
post000437,u00225,s009,2025-03-19T21:43:31,0,0,0,23,0
post000438,u00067,s011,2025-03-19T22:51:55,0,0,3,16,4
post000439,u00380,s007,2025-03-20T00:07:52,0,0,2,12,1
post000440,u00131,s005,2025-03-20T02:41:51,0,1,1,14,1
post000441,u00146,s008,2025-03-20T08:35:22,0,1,2,14,1
post000442,u00192,s011,2025-03-20T08:39:12,1,0,1,13,0
post000443,u00305,s011,2025-03-20T08:51:25,0,0,4,16,3
post000444,u00031,s010,2025-03-20T09:12:28,1,0,1,23,1
post000445,u00127,s003,2025-03-20T09:32:53,0,0,3,14,2
post000446,u00023,s009,2025-03-20T09:38:52,0,0,3,11,3
post000447,u00196,s009,2025-03-20T10:16:01,0,0,1,15,1
post000448,u00326,s008,2025-03-20T10:19:07,0,0,4,14,5
post000449,u00390,s005,2025-03-20T10:52:03,0,0,3,16,3
post000450,u00042,s005,2025-03-20T11:02:06,0,1,3,13,1
post000451,u00192,s011,2025-03-20T12:01:45,0,1,1,15,0
post000452,u00242,s011,2025-03-20T12:28:52,1,1,1,19,1
post000453,u00294,s004,2025-03-20T12:52:22,0,0,2,21,4
post000454,u00243,s004,2025-03-20T13:55:35,0,1,2,14,2
post000455,u00000,s000,2025-03-20T14:18:01,0,0,3,12,1
post000456,u00185,s004,2025-03-20T14:59:59,0,1,1,20,1
post000457,u00380,s010,2025-03-20T15:04:20,0,1,1,16,0
post000458,u00185,s010,2025-03-20T15:53:18,0,0,2,11,2
post000459,u00240,s000,2025-03-20T21:18:59,0,0,2,13,8
post000460,u00108,s010,2025-03-20T23:14:06,1,0,6,24,7
post000461,u00255,s010,2025-03-21T00:04:26,1,2,6,16,5
post000462,u00114,s005,2025-03-21T01:31:24,0,1,3,12,2
post000463,u00090,s001,2025-03-21T02:24:03,1,0,0,14,0
post000464,u00265,s001,2025-03-21T02:48:30,0,0,1,11,0
post000465,u00037,s005,2025-03-21T04:16:40,0,0,3,11,2
post000466,u00298,s010,2025-03-21T08:01:39,0,1,3,15,1
post000467,u00094,s002,2025-03-21T08:43:46,1,1,1,18,1
post000468,u00159,s010,2025-03-21T08:48:57,0,0,3,14,2
post000469,u00258,s010,2025-03-21T09:04:36,0,2,1,18,2
post000470,u00326,s000,2025-03-21T09:15:13,0,0,2,16,0
post000471,u00034,s004,2025-03-21T09:23:21,0,0,1,18,3
post000472,u00337,s011,2025-03-21T09:54:15,0,0,1,21,1
post000473,u00120,s009,2025-03-21T10:33:36,0,0,1,22,3
post000474,u00339,s009,2025-03-21T11:10:00,0,0,2,12,2
post000475,u00067,s005,2025-03-21T11:32:09,0,0,3,16,2
post000476,u00157,s010,2025-03-21T11:48:23,0,0,2,19,2
post000477,u00046,s000,2025-03-21T11:52:59,0,0,0,24,0
post000478,u00174,s010,2025-03-21T13:07:35,0,2,5,10,4
post000479,u00344,s010,2025-03-21T13:09:15,0,0,3,19,3
post000480,u00052,s004,2025-03-21T13:12:44,0,0,2,26,2
post000481,u00098,s011,2025-03-21T14:02:26,0,0,1,15,0
post000482,u00196,s009,2025-03-21T14:45:21,1,1,1,9,0
post000483,u00069,s010,2025-03-21T18:33:11,0,0,2,10,0
post000484,u00098,s005,2025-03-21T19:56:26,0,0,3,21,3
post000485,u00235,s008,2025-03-21T21:20:41,0,0,2,23,2
post000486,u00114,s005,2025-03-22T01:01:53,0,0,2,24,2
post000487,u00108,s006,2025-03-22T03:55:58,0,1,2,14,3
post000488,u00098,s010,2025-03-22T07:52:22,1,0,2,16,0
post000489,u00126,s004,2025-03-22T07:56:32,0,0,1,19,2
post000490,u00371,s010,2025-03-22T08:28:38,0,2,2,19,2
post000491,u00339,s004,2025-03-22T09:09:11,0,0,1,23,1
post000492,u00313,s011,2025-03-22T09:13:53,0,0,3,17,2
post000493,u00276,s006,2025-03-22T09:59:35,0,1,1,12,1
post000494,u00120,s010,2025-03-22T11:27:05,0,1,2,10,3
post000495,u00299,s005,2025-03-22T11:44:36,0,0,3,18,5
post000496,u00288,s010,2025-03-22T13:51:30,1,0,3,17,6
post000497,u00071,s003,2025-03-22T15:08:15,0,2,3,11,2
post000498,u00135,s004,2025-03-22T16:07:17,0,0,4,17,3
post000499,u00071,s009,2025-03-22T18:07:51,0,0,5,18,3
post000500,u00123,s009,2025-03-22T23:29:58,0,0,2,16,1
post000501,u00187,s005,2025-03-23T00:14:27,0,1,1,12,1
post000502,u00340,s011,2025-03-23T03:17:50,0,0,2,14,3
post000503,u00114,s011,2025-03-23T06:43:58,0,0,4,8,3
post000504,u00006,s004,2025-03-23T09:01:02,1,0,1,13,1
post000505,u00281,s007,2025-03-23T11:08:46,0,0,3,21,1
post000506,u00006,s011,2025-03-23T11:30:32,0,0,2,10,1
post000507,u00193,s006,2025-03-23T14:03:56,1,1,3,8,1
post000508,u00114,s011,2025-03-23T15:54:14,0,1,0,16,0
post000509,u00192,s009,2025-03-23T15:57:42,0,0,3,9,3
post000510,u00020,s005,2025-03-23T16:45:16,1,1,3,21,3
post000511,u00146,s006,2025-03-23T20:09:20,0,1,1,12,0
post000512,u00188,s005,2025-03-24T00:44:49,0,0,1,18,1
post000513,u00187,s010,2025-03-24T01:15:26,0,2,3,11,4
post000514,u00205,s011,2025-03-24T01:53:29,1,1,4,16,4
post000515,u00052,s005,2025-03-24T02:43:32,0,0,1,11,2
post000516,u00032,s005,2025-03-24T02:48:59,0,1,5,12,3
post000517,u00023,s004,2025-03-24T03:23:32,0,0,1,11,2
post000518,u00249,s011,2025-03-24T07:25:59,0,0,2,12,0
post000519,u00067,s011,2025-03-24T07:37:09,0,1,0,22,0
post000520,u00026,s011,2025-03-24T08:55:08,0,0,1,10,0
post000521,u00188,s005,2025-03-24T09:01:31,0,0,4,15,2
post000522,u00051,s010,2025-03-24T09:21:04,0,0,4,11,4
post000523,u00225,s009,2025-03-24T09:23:10,0,0,1,11,1
post000524,u00359,s002,2025-03-24T09:48:37,0,0,3,17,3
post000525,u00339,s009,2025-03-24T10:15:54,0,0,2,13,3
post000526,u00272,s002,2025-03-24T10:35:37,0,0,3,13,0
post000527,u00326,s009,2025-03-24T11:34:20,0,0,2,5,2
post000528,u00142,s005,2025-03-24T12:42:13,0,0,2,16,1
post000529,u00052,s005,2025-03-24T13:45:09,0,0,3,11,1
post000530,u00197,s006,2025-03-24T14:39:17,0,0,3,15,3
post000531,u00000,s001,2025-03-24T16:01:52,0,0,1,15,0
post000532,u00380,s010,2025-03-24T16:02:20,0,0,1,8,0
post000533,u00086,s006,2025-03-24T16:42:11,0,0,2,20,3
post000534,u00098,s010,2025-03-24T18:29:18,0,1,1,13,1
post000535,u00174,s010,2025-03-24T18:58:50,1,1,3,10,1
post000536,u00066,s005,2025-03-25T00:48:23,0,0,0,14,0
post000537,u00265,s007,2025-03-25T01:00:47,0,0,1,16,1
post000538,u00326,s008,2025-03-25T01:25:15,0,1,1,12,1
post000539,u00037,s005,2025-03-25T03:45:31,1,0,1,8,0
post000540,u00265,s008,2025-03-25T04:05:26,0,0,3,21,4
post000541,u00129,s006,2025-03-25T05:05:14,0,0,1,18,1
post000542,u00032,s007,2025-03-25T07:10:19,0,2,5,17,6
post000543,u00276,s006,2025-03-25T07:23:28,0,0,3,16,0
post000544,u00260,s008,2025-03-25T07:37:16,0,0,2,14,1
post000545,u00254,s005,2025-03-25T07:44:47,0,0,0,18,0
post000546,u00265,s001,2025-03-25T08:13:02,0,0,2,18,4
post000547,u00308,s000,2025-03-25T08:35:38,0,0,9,14,7
post000548,u00048,s001,2025-03-25T09:19:46,0,1,1,16,0
post000549,u00339,s010,2025-03-25T10:08:26,0,1,4,13,4
post000550,u00225,s004,2025-03-25T10:27:51,0,0,0,18,0
post000551,u00250,s011,2025-03-25T10:32:10,0,1,2,24,3
post000552,u00260,s004,2025-03-25T10:56:31,0,0,1,24,1
post000553,u00244,s005,2025-03-25T11:09:42,0,0,0,16,0
post000554,u00308,s006,2025-03-25T11:51:34,0,0,3,19,4
post000555,u00156,s002,2025-03-25T12:19:48,0,0,3,22,3
post000556,u00174,s004,2025-03-25T12:31:06,0,0,2,10,1
post000557,u00225,s007,2025-03-25T13:25:15,0,1,2,11,2
post000558,u00277,s006,2025-03-25T13:29:12,0,2,1,12,2
post000559,u00259,s005,2025-03-25T13:39:13,0,1,3,10,2
post000560,u00187,s011,2025-03-25T14:55:32,0,0,1,19,1
post000561,u00090,s002,2025-03-25T15:42:19,0,0,1,20,0
post000562,u00344,s007,2025-03-25T16:00:04,0,0,0,18,0
post000563,u00185,s010,2025-03-25T17:19:41,1,0,1,20,0
post000564,u00159,s008,2025-03-25T17:38:30,0,0,1,17,0
post000565,u00125,s007,2025-03-25T21:31:27,1,0,2,14,6
post000566,u00308,s003,2025-03-25T21:48:01,0,0,1,17,4
post000567,u00174,s004,2025-03-25T22:48:40,1,0,2,12,0
post000568,u00006,s006,2025-03-25T23:22:47,1,2,1,14,1
post000569,u00185,s010,2025-03-26T00:04:07,0,0,1,16,0
post000570,u00376,s005,2025-03-26T00:15:12,0,0,5,21,3
post000571,u00096,s010,2025-03-26T00:26:03,1,0,1,17,1
post000572,u00046,s003,2025-03-26T03:38:53,0,0,2,16,1
post000573,u00335,s011,2025-03-26T05:16:20,0,0,2,18,0
post000574,u00187,s005,2025-03-26T05:57:06,0,0,0,13,0
post000575,u00344,s004,2025-03-26T06:11:40,0,0,0,16,0
post000576,u00039,s004,2025-03-26T06:28:31,0,0,1,14,1
post000577,u00362,s005,2025-03-26T08:02:12,0,1,0,22,0
post000578,u00037,s011,2025-03-26T08:56:29,0,1,2,19,4
post000579,u00125,s010,2025-03-26T09:06:33,1,0,3,19,2
post000580,u00383,s005,2025-03-26T09:22:52,0,1,2,14,0
post000581,u00272,s008,2025-03-26T10:30:35,0,1,5,19,5
post000582,u00245,s004,2025-03-26T10:38:23,0,0,1,23,0
post000583,u00147,s011,2025-03-26T11:04:12,0,0,5,16,2
post000584,u00006,s006,2025-03-26T11:42:37,0,0,4,19,3
post000585,u00006,s011,2025-03-26T12:05:09,1,1,0,19,0
post000586,u00331,s008,2025-03-26T13:03:08,0,0,1,13,2
post000587,u00037,s011,2025-03-26T13:11:42,0,0,2,16,0
post000588,u00159,s004,2025-03-26T15:31:37,0,0,1,17,1
post000589,u00192,s005,2025-03-26T16:06:53,0,0,2,24,3
post000590,u00098,s010,2025-03-26T17:48:47,0,1,2,14,4
post000591,u00120,s004,2025-03-26T21:45:37,0,0,6,15,6
post000592,u00196,s004,2025-03-26T22:54:57,0,0,1,11,3
post000593,u00046,s005,2025-03-27T01:05:52,0,1,3,17,4
post000594,u00174,s010,2025-03-27T02:22:13,0,0,2,19,1
post000595,u00067,s011,2025-03-27T05:45:29,0,1,2,12,0
post000596,u00187,s010,2025-03-27T06:36:40,1,1,2,11,1
post000597,u00187,s004,2025-03-27T07:59:38,0,0,4,11,2
post000598,u00282,s006,2025-03-27T10:23:06,0,0,1,16,1
post000599,u00205,s011,2025-03-27T10:48:40,0,0,0,12,0
post000600,u00187,s005,2025-03-27T10:56:39,0,2,0,5,0
post000601,u00339,s007,2025-03-27T12:22:33,0,1,2,12,1
post000602,u00000,s003,2025-03-27T13:38:08,0,0,0,14,0
post000603,u00260,s010,2025-03-27T14:03:48,0,0,2,12,0
post000604,u00120,s010,2025-03-27T14:48:21,0,0,1,12,1
post000605,u00343,s006,2025-03-27T14:54:57,0,0,6,17,5
post000606,u00233,s010,2025-03-27T15:02:55,0,0,2,13,0
post000607,u00055,s004,2025-03-27T15:48:51,0,0,1,17,1
post000608,u00067,s005,2025-03-27T16:06:21,0,2,3,7,2
post000609,u00343,s006,2025-03-27T16:19:47,0,0,4,16,3
post000610,u00381,s006,2025-03-27T16:43:22,0,0,1,18,0
post000611,u00187,s011,2025-03-27T16:47:46,0,0,0,12,0
post000612,u00187,s010,2025-03-27T17:57:26,0,0,1,20,0
post000613,u00326,s011,2025-03-27T20:02:07,0,0,2,15,2
post000614,u00006,s004,2025-03-28T00:04:59,0,0,2,10,1
post000615,u00240,s007,2025-03-28T00:20:37,1,0,1,10,0
post000616,u00096,s010,2025-03-28T00:40:52,1,1,3,13,2
post000617,u00023,s004,2025-03-28T00:51:20,0,0,0,13,0
post000618,u00196,s009,2025-03-28T04:02:30,0,1,0,16,0
post000619,u00188,s011,2025-03-28T07:12:24,0,0,1,12,1
post000620,u00380,s007,2025-03-28T07:51:56,1,1,2,9,4
post000621,u00015,s009,2025-03-28T08:34:54,0,0,3,15,1
post000622,u00114,s004,2025-03-28T09:07:17,0,0,0,22,0
post000623,u00326,s008,2025-03-28T10:29:46,0,0,1,12,0
post000624,u00256,s004,2025-03-28T10:36:21,0,2,2,11,4
post000625,u00187,s005,2025-03-28T10:37:05,0,0,1,14,1
post000626,u00344,s004,2025-03-28T10:45:06,0,0,3,15,6
post000627,u00339,s007,2025-03-28T10:56:16,0,0,2,15,2
post000628,u00085,s005,2025-03-28T11:07:17,0,2,2,12,0
post000629,u00009,s004,2025-03-28T11:36:40,0,1,2,11,1
post000630,u00146,s006,2025-03-28T12:01:10,0,0,2,17,2
post000631,u00205,s011,2025-03-28T12:22:34,0,0,3,9,4
post000632,u00250,s005,2025-03-28T13:28:18,0,0,1,21,1
post000633,u00013,s010,2025-03-28T13:57:39,0,1,3,12,1
post000634,u00006,s011,2025-03-28T14:04:47,1,0,1,11,2
post000635,u00117,s009,2025-03-28T14:23:52,0,0,3,16,3
post000636,u00308,s002,2025-03-28T14:54:25,0,0,0,15,0
post000637,u00197,s010,2025-03-28T15:38:44,0,0,1,13,0
post000638,u00326,s009,2025-03-28T16:14:01,0,0,1,17,1
post000639,u00225,s009,2025-03-28T16:57:17,0,0,2,18,1
post000640,u00256,s001,2025-03-28T19:50:19,0,0,1,7,1
post000641,u00360,s010,2025-03-28T21:07:03,1,0,1,13,0
post000642,u00159,s010,2025-03-28T21:13:56,0,0,4,13,0
post000643,u00276,s006,2025-03-29T04:18:50,0,2,2,7,1
post000644,u00185,s010,2025-03-29T08:20:34,0,0,4,13,1
post000645,u00205,s005,2025-03-29T09:39:49,0,0,1,14,1
post000646,u00358,s005,2025-03-29T09:54:03,0,0,2,10,0
post000647,u00235,s011,2025-03-29T11:17:49,1,1,0,13,0
post000648,u00205,s005,2025-03-29T11:54:07,0,0,2,14,3
post000649,u00067,s005,2025-03-29T12:11:57,0,0,2,17,2
post000650,u00163,s007,2025-03-29T12:55:52,0,0,2,11,2
post000651,u00283,s009,2025-03-29T12:56:48,0,1,1,15,0
post000652,u00192,s009,2025-03-29T13:01:01,0,0,3,21,3
post000653,u00187,s011,2025-03-29T13:02:12,0,0,5,15,4
post000654,u00124,s006,2025-03-29T13:10:00,0,1,7,20,9
post000655,u00359,s009,2025-03-29T14:12:20,0,1,1,14,1
post000656,u00030,s010,2025-03-29T16:06:27,0,0,3,17,3
post000657,u00276,s006,2025-03-29T19:30:46,0,0,1,14,0
post000658,u00344,s007,2025-03-29T20:49:23,0,0,1,18,1
post000659,u00098,s010,2025-03-29T21:51:52,0,1,3,11,5
post000660,u00187,s004,2025-03-29T22:02:00,0,2,4,15,5
post000661,u00047,s009,2025-03-29T22:55:32,0,0,1,13,0
post000662,u00067,s011,2025-03-30T04:06:23,1,0,1,21,0
post000663,u00322,s007,2025-03-30T08:26:10,0,1,2,13,1
post000664,u00352,s006,2025-03-30T09:16:09,1,0,1,11,0
post000665,u00114,s005,2025-03-30T10:36:30,0,0,5,13,3
post000666,u00337,s011,2025-03-30T11:47:34,0,0,2,14,3
post000667,u00042,s010,2025-03-30T14:29:35,0,2,2,12,1
post000668,u00185,s010,2025-03-30T14:37:01,0,3,3,16,2
post000669,u00260,s008,2025-03-30T14:58:14,0,0,2,14,0
post000670,u00154,s004,2025-03-30T17:55:26,0,0,1,16,0
post000671,u00185,s004,2025-03-30T19:11:26,0,1,5,16,7
post000672,u00185,s010,2025-03-30T21:59:53,0,0,3,13,2
post000673,u00325,s006,2025-03-30T23:29:33,0,0,1,23,0
post000674,u00225,s009,2025-03-30T23:38:09,1,0,2,18,1
post000675,u00174,s004,2025-03-31T00:09:04,0,0,1,13,1
post000676,u00024,s005,2025-03-31T00:50:56,0,0,4,13,2
post000677,u00308,s007,2025-03-31T00:55:53,0,0,4,8,2
post000678,u00174,s004,2025-03-31T01:06:10,1,0,1,14,0
post000679,u00032,s009,2025-03-31T02:03:21,1,1,1,14,1
post000680,u00032,s009,2025-03-31T02:56:06,0,0,0,16,0
post000681,u00197,s004,2025-03-31T05:27:14,0,3,4,16,2
post000682,u00260,s011,2025-03-31T07:58:07,0,1,3,18,5
post000683,u00185,s010,2025-03-31T08:22:27,0,0,2,20,1
post000684,u00185,s004,2025-03-31T08:23:06,0,1,2,16,0
post000685,u00254,s001,2025-03-31T09:39:02,0,3,2,13,0
post000686,u00308,s002,2025-03-31T10:07:34,0,1,5,19,5
post000687,u00308,s000,2025-03-31T10:11:18,1,0,3,12,6
post000688,u00196,s009,2025-03-31T10:23:47,0,1,1,13,0
post000689,u00329,s008,2025-03-31T10:57:07,0,0,3,14,3
post000690,u00308,s002,2025-03-31T13:59:17,0,2,1,17,1
post000691,u00380,s010,2025-03-31T14:37:15,1,0,2,17,1
post000692,u00114,s004,2025-03-31T14:38:00,0,0,4,13,2
post000693,u00352,s005,2025-03-31T15:25:45,0,0,1,16,0
post000694,u00352,s007,2025-03-31T15:47:27,0,0,2,8,0
post000695,u00098,s005,2025-03-31T17:45:53,0,1,0,13,0
post000696,u00046,s002,2025-03-31T18:36:00,0,0,1,13,1
post000697,u00096,s007,2025-03-31T23:55:24,0,0,0,17,0
post000698,u00196,s010,2025-04-01T00:02:15,0,1,2,10,2
post000699,u00380,s007,2025-04-01T00:35:44,0,0,0,5,0
post000700,u00329,s004,2025-04-01T01:49:21,0,0,4,11,2
post000701,u00052,s004,2025-04-01T02:29:45,0,1,3,13,3
post000702,u00326,s001,2025-04-01T03:29:16,0,0,2,16,3
post000703,u00394,s010,2025-04-01T04:03:15,0,0,4,12,5
post000704,u00067,s005,2025-04-01T06:53:58,1,0,3,18,5
post000705,u00222,s008,2025-04-01T08:09:00,0,1,1,11,1
post000706,u00052,s005,2025-04-01T08:18:29,0,0,3,16,2
post000707,u00030,s004,2025-04-01T09:28:39,0,0,1,15,0
post000708,u00185,s010,2025-04-01T10:51:19,0,1,2,15,2
post000709,u00276,s006,2025-04-01T12:26:03,0,0,3,16,2
post000710,u00225,s004,2025-04-01T14:05:26,0,1,2,11,0
post000711,u00132,s004,2025-04-01T14:20:27,0,1,2,9,2
post000712,u00174,s010,2025-04-01T15:08:14,0,0,3,11,5
post000713,u00380,s004,2025-04-01T15:12:26,0,0,1,14,1
post000714,u00196,s005,2025-04-01T17:28:13,0,0,1,11,3
post000715,u00383,s005,2025-04-01T19:08:35,0,0,1,8,0
post000716,u00352,s011,2025-04-01T19:26:14,0,1,4,14,3
post000717,u00046,s002,2025-04-01T19:29:31,0,0,2,13,2
post000718,u00260,s010,2025-04-01T19:56:26,1,0,0,8,0
post000719,u00326,s001,2025-04-01T20:31:07,0,0,4,11,4
post000720,u00322,s007,2025-04-01T22:24:35,0,1,2,13,1
post000721,u00265,s008,2025-04-01T22:42:44,0,0,0,10,0
post000722,u00126,s008,2025-04-02T04:12:41,1,1,3,16,1
post000723,u00148,s008,2025-04-02T04:14:23,0,1,4,10,3
post000724,u00352,s011,2025-04-02T06:35:46,0,2,3,10,1
post000725,u00352,s011,2025-04-02T07:59:07,0,0,0,4,0
post000726,u00024,s004,2025-04-02T08:09:05,0,0,3,15,4
post000727,u00185,s004,2025-04-02T08:37:27,1,0,3,6,4
post000728,u00083,s006,2025-04-02T08:41:14,0,1,1,17,0
post000729,u00225,s010,2025-04-02T08:42:47,0,1,0,19,0
post000730,u00041,s011,2025-04-02T08:51:21,0,1,2,15,3
post000731,u00352,s005,2025-04-02T09:27:58,0,0,1,20,0
post000732,u00326,s001,2025-04-02T10:30:37,0,1,1,16,0
post000733,u00339,s010,2025-04-02T10:33:23,0,0,1,8,0
post000734,u00032,s006,2025-04-02T10:52:28,0,0,4,17,8
post000735,u00006,s004,2025-04-02T11:01:29,0,2,1,23,0
post000736,u00006,s011,2025-04-02T11:49:52,0,0,2,9,4
post000737,u00046,s007,2025-04-02T12:36:12,1,2,0,17,0
post000738,u00339,s004,2025-04-02T12:43:04,0,0,4,9,6
post000739,u00032,s009,2025-04-02T12:50:23,0,0,2,10,1
post000740,u00006,s004,2025-04-02T12:57:06,0,0,0,9,0
post000741,u00185,s010,2025-04-02T13:06:56,0,0,2,14,7
post000742,u00308,s003,2025-04-02T14:51:29,0,0,3,4,2
post000743,u00090,s005,2025-04-02T15:36:18,0,0,2,10,0
post000744,u00352,s006,2025-04-02T15:50:22,1,0,1,9,0
post000745,u00352,s011,2025-04-02T16:30:12,0,0,0,14,0
post000746,u00067,s011,2025-04-02T17:54:36,0,1,2,17,3
post000747,u00006,s006,2025-04-02T18:01:26,0,2,2,22,1
post000748,u00265,s002,2025-04-02T18:11:44,1,0,3,19,4
post000749,u00100,s000,2025-04-02T18:42:22,1,0,4,23,3
post000750,u00170,s011,2025-04-02T19:09:31,1,1,2,14,4
post000751,u00352,s006,2025-04-02T20:18:52,1,0,1,13,0
post000752,u00225,s007,2025-04-02T21:19:57,0,0,1,8,2
post000753,u00003,s011,2025-04-02T22:12:25,0,1,3,20,1
post000754,u00192,s011,2025-04-03T00:26:37,0,1,1,16,0
post000755,u00187,s010,2025-04-03T00:46:59,0,0,1,10,0
post000756,u00335,s001,2025-04-03T01:11:55,0,0,3,16,3
post000757,u00096,s004,2025-04-03T01:36:44,1,0,3,16,2
post000758,u00096,s005,2025-04-03T02:57:48,0,0,2,17,3
post000759,u00146,s010,2025-04-03T03:38:06,0,0,0,16,0
post000760,u00006,s004,2025-04-03T05:54:00,0,1,6,12,2
post000761,u00333,s006,2025-04-03T08:45:56,0,0,4,17,7
post000762,u00288,s004,2025-04-03T09:30:16,0,1,3,19,4
post000763,u00272,s005,2025-04-03T10:08:36,0,0,2,18,2
post000764,u00256,s003,2025-04-03T11:33:37,0,0,1,15,1
post000765,u00339,s009,2025-04-03T11:54:49,0,0,1,18,0
post000766,u00260,s008,2025-04-03T12:14:48,0,0,4,14,4
post000767,u00006,s006,2025-04-03T12:36:13,0,1,4,9,2
post000768,u00186,s006,2025-04-03T12:39:27,0,0,4,14,4
post000769,u00337,s010,2025-04-03T12:52:10,0,0,0,10,0
post000770,u00024,s005,2025-04-03T12:56:42,0,1,1,14,3
post000771,u00282,s010,2025-04-03T14:19:16,0,0,0,20,0
post000772,u00114,s008,2025-04-03T15:47:50,0,2,1,14,0
post000773,u00357,s009,2025-04-03T16:02:55,1,0,0,10,0
post000774,u00067,s005,2025-04-03T16:08:13,0,1,1,17,1
post000775,u00339,s007,2025-04-03T19:42:00,0,0,0,11,0
post000776,u00137,s004,2025-04-03T20:20:37,0,0,1,21,1
post000777,u00174,s004,2025-04-03T20:20:40,0,0,3,14,0
post000778,u00114,s004,2025-04-03T21:12:33,0,0,2,15,3
post000779,u00096,s010,2025-04-03T22:34:36,0,1,0,11,0
post000780,u00256,s001,2025-04-03T23:27:58,0,0,6,18,5
post000781,u00304,s009,2025-04-04T01:37:53,0,0,0,14,0
post000782,u00265,s000,2025-04-04T01:39:53,0,0,6,6,7
post000783,u00129,s004,2025-04-04T02:13:48,0,1,3,20,3
post000784,u00133,s005,2025-04-04T04:45:06,0,1,2,13,0
post000785,u00314,s009,2025-04-04T07:19:24,0,1,2,12,2
post000786,u00260,s008,2025-04-04T07:37:17,0,0,1,16,0
post000787,u00339,s007,2025-04-04T08:34:06,1,2,2,15,1
post000788,u00114,s005,2025-04-04T09:35:26,0,1,0,11,0
post000789,u00120,s010,2025-04-04T09:57:20,0,1,0,15,0
post000790,u00301,s011,2025-04-04T10:20:47,0,0,2,12,1
post000791,u00011,s006,2025-04-04T10:31:38,0,0,0,16,0
post000792,u00174,s004,2025-04-04T10:56:46,1,1,4,16,5
post000793,u00265,s009,2025-04-04T10:56:55,0,0,2,16,0
post000794,u00339,s010,2025-04-04T12:18:30,0,0,4,13,5
post000795,u00380,s010,2025-04-04T12:28:25,0,2,1,15,0
post000796,u00246,s010,2025-04-04T13:03:33,0,0,1,24,0
post000797,u00146,s010,2025-04-04T13:29:44,0,1,1,13,1
post000798,u00213,s007,2025-04-04T13:54:48,0,0,0,14,0
post000799,u00067,s011,2025-04-04T14:17:38,0,0,3,14,1
post000800,u00098,s010,2025-04-04T14:29:24,0,0,5,14,1
post000801,u00067,s011,2025-04-04T14:44:28,0,0,2,16,3
post000802,u00196,s004,2025-04-04T14:48:48,0,0,3,20,4
post000803,u00265,s009,2025-04-04T15:00:16,0,0,1,10,1
post000804,u00098,s010,2025-04-04T15:47:33,0,2,0,15,0
post000805,u00129,s006,2025-04-04T21:48:01,0,0,0,12,0
post000806,u00098,s005,2025-04-05T04:07:11,0,0,1,23,0
post000807,u00339,s010,2025-04-05T07:04:48,0,0,1,17,3
post000808,u00281,s011,2025-04-05T08:56:28,0,1,2,18,1
post000809,u00006,s011,2025-04-05T09:21:00,0,0,2,13,1
post000810,u00339,s004,2025-04-05T09:35:48,0,0,0,15,0
post000811,u00098,s010,2025-04-05T10:25:56,0,0,2,13,4
post000812,u00376,s005,2025-04-05T11:54:09,0,0,1,16,2
post000813,u00157,s010,2025-04-05T13:41:46,0,0,2,15,1
post000814,u00376,s005,2025-04-05T15:21:54,0,0,1,15,0
post000815,u00034,s004,2025-04-05T15:26:36,0,1,1,14,0
post000816,u00089,s007,2025-04-05T15:53:07,0,0,0,25,0
post000817,u00174,s004,2025-04-05T17:25:44,0,2,3,14,1
post000818,u00086,s011,2025-04-05T17:44:44,0,2,2,17,2
post000819,u00035,s011,2025-04-05T18:34:45,0,0,0,19,0
