user_id,stream_id,can_access
u00194,s004,0
u00194,s005,1
u00194,s006,0
u00194,s007,0
u00194,s008,0
u00194,s009,0
u00194,s010,0
u00194,s011,1
u00195,s004,1
u00195,s005,0
u00195,s006,1
u00195,s007,1
u00195,s008,0
u00195,s009,1
u00195,s010,0
u00195,s011,0
u00196,s004,1
u00196,s005,1
u00196,s006,0
u00196,s007,0
u00196,s008,0
u00196,s009,1
u00196,s010,1
u00196,s011,0
u00197,s004,1
u00197,s005,0
u00197,s006,1
u00197,s007,0
u00197,s008,1
u00197,s009,0
u00197,s010,1
u00197,s011,0
u00198,s004,1
u00198,s005,1
u00198,s006,1
u00198,s007,1
u00198,s008,0
u00198,s009,1
u00198,s010,0
u00198,s011,1
u00199,s004,1
u00199,s005,0
u00199,s006,0
u00199,s007,0
u00199,s008,1
u00199,s009,0
u00199,s010,1
u00199,s011,1
u00200,s004,1
u00200,s005,0
u00200,s006,1
u00200,s007,1
u00200,s008,0
u00200,s009,0
u00200,s010,1
u00200,s011,1
u00201,s004,0
u00201,s005,1
u00201,s006,1
u00201,s007,0
u00201,s008,0
u00201,s009,0
u00201,s010,0
u00201,s011,1
u00202,s004,0
u00202,s005,0
u00202,s006,1
u00202,s007,0
u00202,s008,0
u00202,s009,1
u00202,s010,1
u00202,s011,0
u00203,s004,0
u00203,s005,0
u00203,s006,1
u00203,s007,1
u00203,s008,0
u00203,s009,0
u00203,s010,0
u00203,s011,1
u00204,s004,1
u00204,s005,1
u00204,s006,1
u00204,s007,0
u00204,s008,0
u00204,s009,1
u00204,s010,0
u00204,s011,1
u00205,s004,1
u00205,s005,1
u00205,s006,0
u00205,s007,1
u00205,s008,0
u00205,s009,0
u00205,s010,1
u00205,s011,1
u00206,s004,1
u00206,s005,0
u00206,s006,0
u00206,s007,0
u00206,s008,0
u00206,s009,0
u00206,s010,1
u00206,s011,0
u00207,s004,1
u00207,s005,0
u00207,s006,0
u00207,s007,0
u00207,s008,0
u00207,s009,0
u00207,s010,1
u00207,s011,1
u00208,s004,1
u00208,s005,0
u00208,s006,1
u00208,s007,0
u00208,s008,0
u00208,s009,0
u00208,s010,1
u00208,s011,0
u00209,s004,0
u00209,s005,1
u00209,s006,1
u00209,s007,0
u00209,s008,1
u00209,s009,0
u00209,s010,1
u00209,s011,0
u00210,s004,1
u00210,s005,0
u00210,s006,1
u00210,s007,0
u00210,s008,0
u00210,s009,0
u00210,s010,0
u00210,s011,1
u00211,s004,1
u00211,s005,0
u00211,s006,1
u00211,s007,0
u00211,s008,0
u00211,s009,0
u00211,s010,1
u00211,s011,0
u00212,s004,1
u00212,s005,1
u00212,s006,0
u00212,s007,0
u00212,s008,0
u00212,s009,0
u00212,s010,1
u00212,s011,1
u00213,s004,1
u00213,s005,0
u00213,s006,1
u00213,s007,1
u00213,s008,0
u00213,s009,0
u00213,s010,0
u00213,s011,0
u00214,s004,0
u00214,s005,0
u00214,s006,0
u00214,s007,1
u00214,s008,0
u00214,s009,0
u00214,s010,0
u00214,s011,0
u00215,s004,1
u00215,s005,0
u00215,s006,0
u00215,s007,0
u00215,s008,1
u00215,s009,0
u00215,s010,1
u00215,s011,0
u00216,s004,0
u00216,s005,1
u00216,s006,1
u00216,s007,1
u00216,s008,0
u00216,s009,0
u00216,s010,1
u00216,s011,1
u00217,s004,1
u00217,s005,1
u00217,s006,0
u00217,s007,0
u00217,s008,1
u00217,s009,1
u00217,s010,1
u00217,s011,1
u00218,s004,1
u00218,s005,1
u00218,s006,1
u00218,s007,1
u00218,s008,0
u00218,s009,0
u00218,s010,0
u00218,s011,1
u00219,s004,1
u00219,s005,0
u00219,s006,0
u00219,s007,1
u00219,s008,1
u00219,s009,1
u00219,s010,1
u00219,s011,0
u00220,s004,0
u00220,s005,1
u00220,s006,0
u00220,s007,0
u00220,s008,0
u00220,s009,0
u00220,s010,1
u00220,s011,1
u00221,s004,0
u00221,s005,1
u00221,s006,0
u00221,s007,0
u00221,s008,0
u00221,s009,1
u00221,s010,0
u00221,s011,1
u00222,s004,1
u00222,s005,0
u00222,s006,0
u00222,s007,1
u00222,s008,1
u00222,s009,0
u00222,s010,1
u00222,s011,1
u00223,s004,1
u00223,s005,1
u00223,s006,0
u00223,s007,0
u00223,s008,0
u00223,s009,0
u00223,s010,0
u00223,s011,1
u00224,s004,0
u00224,s005,1
u00224,s006,1
u00224,s007,0
u00224,s008,0
u00224,s009,0
u00224,s010,0
u00224,s011,0
u00225,s004,1
u00225,s005,0
u00225,s006,0
u00225,s007,1
u00225,s008,0
u00225,s009,1
u00225,s010,1
u00225,s011,0
u00226,s004,0
u00226,s005,1
u00226,s006,1
u00226,s007,1
u00226,s008,0
u00226,s009,0
u00226,s010,0
u00226,s011,1
u00227,s004,1
u00227,s005,0
u00227,s006,0
u00227,s007,0
u00227,s008,0
u00227,s009,1
u00227,s010,1
u00227,s011,0
u00228,s004,1
u00228,s005,0
u00228,s006,0
u00228,s007,1
u00228,s008,0
u00228,s009,0
u00228,s010,1
u00228,s011,1
u00229,s004,1
u00229,s005,0
u00229,s006,1
u00229,s007,0
u00229,s008,0
u00229,s009,0
u00229,s010,1
u00229,s011,1
u00230,s004,1
u00230,s005,1
u00230,s006,1
u00230,s007,0
u00230,s008,0
u00230,s009,0
u00230,s010,1
u00230,s011,1
u00231,s004,1
u00231,s005,1
u00231,s006,0
u00231,s007,0
u00231,s008,1
u00231,s009,0
u00231,s010,1
u00231,s011,1
u00232,s004,0
u00232,s005,1
u00232,s006,1
u00232,s007,0
u00232,s008,0
u00232,s009,0
u00232,s010,1
u00232,s011,0
u00233,s004,1
u00233,s005,0
u00233,s006,0
u00233,s007,0
u00233,s008,1
u00233,s009,1
u00233,s010,1
u00233,s011,0
u00234,s004,1
u00234,s005,0
u00234,s006,0
u00234,s007,0
u00234,s008,0
u00234,s009,0
u00234,s010,1
u00234,s011,0
u00235,s004,0
u00235,s005,1
u00235,s006,1
u00235,s007,0
u00235,s008,1
u00235,s009,0
u00235,s010,1
u00235,s011,1
u00236,s004,0
u00236,s005,1
u00236,s006,0
u00236,s007,0
u00236,s008,0
u00236,s009,0
u00236,s010,0
u00236,s011,1
u00237,s004,1
u00237,s005,0
u00237,s006,0
u00237,s007,0
u00237,s008,0
u00237,s009,1
u00237,s010,0
u00237,s011,1
u00238,s004,1
u00238,s005,0
u00238,s006,1
u00238,s007,0
u00238,s008,0
u00238,s009,0
u00238,s010,1
u00238,s011,0
u00239,s004,1
u00239,s005,0
u00239,s006,1
u00239,s007,1
u00239,s008,0
u00239,s009,1
u00239,s010,1
u00239,s011,1
u00240,s004,1
u00240,s005,0
u00240,s006,0
u00240,s007,1
u00240,s008,1
u00240,s009,0
u00240,s010,0
u00240,s011,0
u00241,s004,1
u00241,s005,0
u00241,s006,0
u00241,s007,0
u00241,s008,0
u00241,s009,0
u00241,s010,1
u00241,s011,0
u00242,s004,0
u00242,s005,1
u00242,s006,0
u00242,s007,0
u00242,s008,0
u00242,s009,0
u00242,s010,1
u00242,s011,1
u00243,s004,1
u00243,s005,1
u00243,s006,0
u00243,s007,0
u00243,s008,0
u00243,s009,0
u00243,s010,0
u00243,s011,1
u00244,s004,0
u00244,s005,1
u00244,s006,0
u00244,s007,0
u00244,s008,0
u00244,s009,0
u00244,s010,0
u00244,s011,1
u00245,s004,1
u00245,s005,1
u00245,s006,0
u00245,s007,0
u00245,s008,0
u00245,s009,0
u00245,s010,1
u00245,s011,0
u00246,s004,1
u00246,s005,0
u00246,s006,0
u00246,s007,1
u00246,s008,0
u00246,s009,0
u00246,s010,1
u00246,s011,0
u00247,s004,0
u00247,s005,0
u00247,s006,1
u00247,s007,0
u00247,s008,0
u00247,s009,0
u00247,s010,0
u00247,s011,0
u00248,s004,1
u00248,s005,0
u00248,s006,0
u00248,s007,1
u00248,s008,1
u00248,s009,0
u00248,s010,1
u00248,s011,1
u00249,s004,1
u00249,s005,0
u00249,s006,1
u00249,s007,0
u00249,s008,0
u00249,s009,0
u00249,s010,1
u00249,s011,1
u00250,s004,0
u00250,s005,1
u00250,s006,0
u00250,s007,0
u00250,s008,1
u00250,s009,0
u00250,s010,0
u00250,s011,1
u00251,s004,1
u00251,s005,0
u00251,s006,0
u00251,s007,0
u00251,s008,0
u00251,s009,0
u00251,s010,1
u00251,s011,0
u00252,s004,1
u00252,s005,1
u00252,s006,1
u00252,s007,1
u00252,s008,1
u00252,s009,1
u00252,s010,1
u00252,s011,0
u00253,s004,0
u00253,s005,1
u00253,s006,0
u00253,s007,0
u00253,s008,1
u00253,s009,0
u00253,s010,0
u00253,s011,1
u00254,s004,0
u00254,s005,1
u00254,s006,0
u00254,s007,0
u00254,s008,1
u00254,s009,0
u00254,s010,1
u00254,s011,0
u00255,s004,1
u00255,s005,0
u00255,s006,1
u00255,s007,0
u00255,s008,0
u00255,s009,1
u00255,s010,1
u00255,s011,0
u00256,s004,1
u00256,s005,0
u00256,s006,0
u00256,s007,1
u00256,s008,1
u00256,s009,0
u00256,s010,0
u00256,s011,0
u00257,s004,0
u00257,s005,0
u00257,s006,1
u00257,s007,0
u00257,s008,1
u00257,s009,1
u00257,s010,0
u00257,s011,1
u00258,s004,1
u00258,s005,0
u00258,s006,1
u00258,s007,0
u00258,s008,1
u00258,s009,0
u00258,s010,1
u00258,s011,0
u00259,s004,0
u00259,s005,1
u00259,s006,0
u00259,s007,0
u00259,s008,0
u00259,s009,1
u00259,s010,0
u00259,s011,0
u00260,s004,1
u00260,s005,1
u00260,s006,0
u00260,s007,0
u00260,s008,1
u00260,s009,0
u00260,s010,1
u00260,s011,1
u00261,s004,0
u00261,s005,0
u00261,s006,0
u00261,s007,0
u00261,s008,1
u00261,s009,0
u00261,s010,1
u00261,s011,1
u00262,s004,1
u00262,s005,0
u00262,s006,1
u00262,s007,1
u00262,s008,0
u00262,s009,0
u00262,s010,1
u00262,s011,0
u00263,s004,1
u00263,s005,0
u00263,s006,0
u00263,s007,0
u00263,s008,1
u00263,s009,0
u00263,s010,0
u00263,s011,0
u00264,s004,1
u00264,s005,0
u00264,s006,1
u00264,s007,0
u00264,s008,0
u00264,s009,0
u00264,s010,1
u00264,s011,0
u00265,s004,0
u00265,s005,0
u00265,s006,0
u00265,s007,1
u00265,s008,1
u00265,s009,1
u00265,s010,0
u00265,s011,0
u00266,s004,1
u00266,s005,0
u00266,s006,1
u00266,s007,0
u00266,s008,0
u00266,s009,0
u00266,s010,1
u00266,s011,0
u00267,s004,1
u00267,s005,0
u00267,s006,0
u00267,s007,1
u00267,s008,0
u00267,s009,0
u00267,s010,1
u00267,s011,0
u00268,s004,1
u00268,s005,0
u00268,s006,0
u00268,s007,0
u00268,s008,1
u00268,s009,1
u00268,s010,1
u00268,s011,0
u00269,s004,1
u00269,s005,1
u00269,s006,1
u00269,s007,0
u00269,s008,0
u00269,s009,1
u00269,s010,1
u00269,s011,1
u00270,s004,1
u00270,s005,0
u00270,s006,0
u00270,s007,0
u00270,s008,0
u00270,s009,0
u00270,s010,1
u00270,s011,0
u00271,s004,1
u00271,s005,1
u00271,s006,0
u00271,s007,0
u00271,s008,1
u00271,s009,0
u00271,s010,1
u00271,s011,1
u00272,s004,1
u00272,s005,1
u00272,s006,0
u00272,s007,0
u00272,s008,1
u00272,s009,1
u00272,s010,0
u00272,s011,0
u00273,s004,1
u00273,s005,0
u00273,s006,0
u00273,s007,0
u00273,s008,0
u00273,s009,0
u00273,s010,1
u00273,s011,0
u00274,s004,1
u00274,s005,1
u00274,s006,0
u00274,s007,0
u00274,s008,0
u00274,s009,0
u00274,s010,0
u00274,s011,1
u00275,s004,0
u00275,s005,1
u00275,s006,1
u00275,s007,1
u00275,s008,1
u00275,s009,1
u00275,s010,1
u00275,s011,1
u00276,s004,0
u00276,s005,0
u00276,s006,1
u00276,s007,0
u00276,s008,0
u00276,s009,0
u00276,s010,0
u00276,s011,0
u00277,s004,0
u00277,s005,0
u00277,s006,1
u00277,s007,0
u00277,s008,0
u00277,s009,0
u00277,s010,1
u00277,s011,0
u00278,s004,1
u00278,s005,1
u00278,s006,0
u00278,s007,0
u00278,s008,0
u00278,s009,1
u00278,s010,0
u00278,s011,1
u00279,s004,1
u00279,s005,1
u00279,s006,0
u00279,s007,0
u00279,s008,0
u00279,s009,0
u00279,s010,1
u00279,s011,0
u00280,s004,1
u00280,s005,1
u00280,s006,0
u00280,s007,0
u00280,s008,1
u00280,s009,0
u00280,s010,1
u00280,s011,0
u00281,s004,1
u00281,s005,1
u00281,s006,1
u00281,s007,1
u00281,s008,0
u00281,s009,1
u00281,s010,0
u00281,s011,1
u00282,s004,1
u00282,s005,0
u00282,s006,1
u00282,s007,0
u00282,s008,0
u00282,s009,0
u00282,s010,1
u00282,s011,0
u00283,s004,0
u00283,s005,1
u00283,s006,0
u00283,s007,0
u00283,s008,0
u00283,s009,1
u00283,s010,0
u00283,s011,1
u00284,s004,0
u00284,s005,0
u00284,s006,1
u00284,s007,1
u00284,s008,0
u00284,s009,0
u00284,s010,0
u00284,s011,1
u00285,s004,1
u00285,s005,1
u00285,s006,0
u00285,s007,0
u00285,s008,0
u00285,s009,0
u00285,s010,0
u00285,s011,1
u00286,s004,1
u00286,s005,1
u00286,s006,1
u00286,s007,0
u00286,s008,0
u00286,s009,0
u00286,s010,0
u00286,s011,0
u00287,s004,1
u00287,s005,0
u00287,s006,1
u00287,s007,0
u00287,s008,0
u00287,s009,0
u00287,s010,0
u00287,s011,0
u00288,s004,1
u00288,s005,0
u00288,s006,0
u00288,s007,0
u00288,s008,0
u00288,s009,0
u00288,s010,1
u00288,s011,1
u00289,s004,0
u00289,s005,0
u00289,s006,1
u00289,s007,1
u00289,s008,1
u00289,s009,1
u00289,s010,1
u00289,s011,1
u00290,s004,1
u00290,s005,0
u00290,s006,0
u00290,s007,0
u00290,s008,0
u00290,s009,0
u00290,s010,1
u00290,s011,0
u00291,s004,1
u00291,s005,0
u00291,s006,0
u00291,s007,0
u00291,s008,0
u00291,s009,1
u00291,s010,0
u00291,s011,0
u00292,s004,0
u00292,s005,1
u00292,s006,0
u00292,s007,0
u00292,s008,0
u00292,s009,0
u00292,s010,0
u00292,s011,1
u00293,s004,1
u00293,s005,0
u00293,s006,0
u00293,s007,1
u00293,s008,1
u00293,s009,1
u00293,s010,1
u00293,s011,0
u00294,s004,1
u00294,s005,0
u00294,s006,0
u00294,s007,1
u00294,s008,0
u00294,s009,1
u00294,s010,1
u00294,s011,0
u00295,s004,0
u00295,s005,1
u00295,s006,0
u00295,s007,1
u00295,s008,0
u00295,s009,0
u00295,s010,0
u00295,s011,1
u00296,s004,1
u00296,s005,0
u00296,s006,1
u00296,s007,0
u00296,s008,0
u00296,s009,1
u00296,s010,1
u00296,s011,0
u00297,s004,0
u00297,s005,0
u00297,s006,0
u00297,s007,1
u00297,s008,0
u00297,s009,0
u00297,s010,1
u00297,s011,0
u00298,s004,1
u00298,s005,0
u00298,s006,1
u00298,s007,0
u00298,s008,0
u00298,s009,1
u00298,s010,1
u00298,s011,0
u00299,s004,0
u00299,s005,1
u00299,s006,1
u00299,s007,0
u00299,s008,0
u00299,s009,0
u00299,s010,0
u00299,s011,1
u00300,s004,1
u00300,s005,0
u00300,s006,0
u00300,s007,0
u00300,s008,0
u00300,s009,0
u00300,s010,1
u00300,s011,1
u00301,s004,0
u00301,s005,1
u00301,s006,0
u00301,s007,0
u00301,s008,0
u00301,s009,0
u00301,s010,0
u00301,s011,1
u00302,s004,1
u00302,s005,0
u00302,s006,0
u00302,s007,0
u00302,s008,0
u00302,s009,0
u00302,s010,1
u00302,s011,0
u00303,s004,0
u00303,s005,0
u00303,s006,0
u00303,s007,0
u00303,s008,1
u00303,s009,0
u00303,s010,0
u00303,s011,0
u00304,s004,0
u00304,s005,1
u00304,s006,0
u00304,s007,0
u00304,s008,0
u00304,s009,1
u00304,s010,1
u00304,s011,1
u00305,s004,0
u00305,s005,1
u00305,s006,0
u00305,s007,0
u00305,s008,0
u00305,s009,0
u00305,s010,0
u00305,s011,1
u00306,s004,1
u00306,s005,0
u00306,s006,0
u00306,s007,1
u00306,s008,0
u00306,s009,0
u00306,s010,1
u00306,s011,0
u00307,s004,0
u00307,s005,1
u00307,s006,0
u00307,s007,1
u00307,s008,1
u00307,s009,0
u00307,s010,1
u00307,s011,0
u00308,s004,0
u00308,s005,0
u00308,s006,1
u00308,s007,1
u00308,s008,1
u00308,s009,0
u00308,s010,0
u00308,s011,0
u00309,s004,1
u00309,s005,0
u00309,s006,0
u00309,s007,0
u00309,s008,0
u00309,s009,0
u00309,s010,1
u00309,s011,0
u00310,s004,1
u00310,s005,1
u00310,s006,0
u00310,s007,1
u00310,s008,0
u00310,s009,0
u00310,s010,1
u00310,s011,0
u00311,s004,0
u00311,s005,1
u00311,s006,1
u00311,s007,0
u00311,s008,0
u00311,s009,0
u00311,s010,0
u00311,s011,1
u00312,s004,1
u00312,s005,1
u00312,s006,0
u00312,s007,1
u00312,s008,0
u00312,s009,0
u00312,s010,0
u00312,s011,1
u00313,s004,0
u00313,s005,0
u00313,s006,1
u00313,s007,1
u00313,s008,0
u00313,s009,0
u00313,s010,0
u00313,s011,1
u00314,s004,1
u00314,s005,0
u00314,s006,0
u00314,s007,0
u00314,s008,1
u00314,s009,1
u00314,s010,1
u00314,s011,0
u00315,s004,1
u00315,s005,0
u00315,s006,1
u00315,s007,1
u00315,s008,1
u00315,s009,0
u00315,s010,1
u00315,s011,0
u00316,s004,1
u00316,s005,0
u00316,s006,0
u00316,s007,0
u00316,s008,0
u00316,s009,0
u00316,s010,1
u00316,s011,0
u00317,s004,1
u00317,s005,0
u00317,s006,0
u00317,s007,0
u00317,s008,1
u00317,s009,0
u00317,s010,1
u00317,s011,0
u00318,s004,1
u00318,s005,0
u00318,s006,1
u00318,s007,0
u00318,s008,0
u00318,s009,1
u00318,s010,1
u00318,s011,0
u00319,s004,0
u00319,s005,1
u00319,s006,0
u00319,s007,0
u00319,s008,1
u00319,s009,1
u00319,s010,0
u00319,s011,1
u00320,s004,0
u00320,s005,0
u00320,s006,1
u00320,s007,0
u00320,s008,0
u00320,s009,0
u00320,s010,0
u00320,s011,1
u00321,s004,0
u00321,s005,0
u00321,s006,1
u00321,s007,0
u00321,s008,1
u00321,s009,1
u00321,s010,0
u00321,s011,0
u00322,s004,1
u00322,s005,1
u00322,s006,0
u00322,s007,1
u00322,s008,0
u00322,s009,0
u00322,s010,1
u00322,s011,0
u00323,s004,1
u00323,s005,1
u00323,s006,0
u00323,s007,0
u00323,s008,0
u00323,s009,0
u00323,s010,0
u00323,s011,1
u00324,s004,0
u00324,s005,1
u00324,s006,0
u00324,s007,0
u00324,s008,0
u00324,s009,1
u00324,s010,0
u00324,s011,1
u00325,s004,1
u00325,s005,0
u00325,s006,1
u00325,s007,0
u00325,s008,1
u00325,s009,0
u00325,s010,1
u00325,s011,0
u00326,s004,0
u00326,s005,0
u00326,s006,0
u00326,s007,1
u00326,s008,1
u00326,s009,1
u00326,s010,0
u00326,s011,1
u00327,s004,1
u00327,s005,0
u00327,s006,0
u00327,s007,0
u00327,s008,1
u00327,s009,1
u00327,s010,1
u00327,s011,0
u00328,s004,1
u00328,s005,0
u00328,s006,0
u00328,s007,0
u00328,s008,0
u00328,s009,0
u00328,s010,1
u00328,s011,0
u00329,s004,1
u00329,s005,1
u00329,s006,0
u00329,s007,0
u00329,s008,1
u00329,s009,0
u00329,s010,1
u00329,s011,0
u00330,s004,1
u00330,s005,1
u00330,s006,0
u00330,s007,1
u00330,s008,0
u00330,s009,0
u00330,s010,1
u00330,s011,0
u00331,s004,0
u00331,s005,0
u00331,s006,1
u00331,s007,0
u00331,s008,1
u00331,s009,0
u00331,s010,0
u00331,s011,1
u00332,s004,1
u00332,s005,0
u00332,s006,0
u00332,s007,0
u00332,s008,1
u00332,s009,0
u00332,s010,1
u00332,s011,0
u00333,s004,0
u00333,s005,0
u00333,s006,1
u00333,s007,1
u00333,s008,1
u00333,s009,1
u00333,s010,0
u00333,s011,0
u00334,s004,0
u00334,s005,0
u00334,s006,1
u00334,s007,1
u00334,s008,0
u00334,s009,0
u00334,s010,0
u00334,s011,1
u00335,s004,0
u00335,s005,0
u00335,s006,0
u00335,s007,1
u00335,s008,1
u00335,s009,1
u00335,s010,0
u00335,s011,1
u00336,s004,1
u00336,s005,0
u00336,s006,0
u00336,s007,0
u00336,s008,0
u00336,s009,0
u00336,s010,1
u00336,s011,0
u00337,s004,0
u00337,s005,0
u00337,s006,1
u00337,s007,1
u00337,s008,0
u00337,s009,0
u00337,s010,1
u00337,s011,1
u00338,s004,0
u00338,s005,1
u00338,s006,1
u00338,s007,0
u00338,s008,0
u00338,s009,1
u00338,s010,1
u00338,s011,1
u00339,s004,1
u00339,s005,0
u00339,s006,0
u00339,s007,1
u00339,s008,0
u00339,s009,1
u00339,s010,1
u00339,s011,0
u00340,s004,0
u00340,s005,1
u00340,s006,0
u00340,s007,0
u00340,s008,0
u00340,s009,0
u00340,s010,0
u00340,s011,1
u00341,s004,1
u00341,s005,0
u00341,s006,0
u00341,s007,0
u00341,s008,0
u00341,s009,1
u00341,s010,1
u00341,s011,1
u00342,s004,1
u00342,s005,0
u00342,s006,0
u00342,s007,0
u00342,s008,0
u00342,s009,0
u00342,s010,1
u00342,s011,0
u00343,s004,1
u00343,s005,0
u00343,s006,1
u00343,s007,0
u00343,s008,1
u00343,s009,0
u00343,s010,1
u00343,s011,1
u00344,s004,1
u00344,s005,0
u00344,s006,0
u00344,s007,1
u00344,s008,0
u00344,s009,0
u00344,s010,1
u00344,s011,1
u00345,s004,0
u00345,s005,1
u00345,s006,0
u00345,s007,0
u00345,s008,0
u00345,s009,1
u00345,s010,1
u00345,s011,1
u00346,s004,0
u00346,s005,1
u00346,s006,1
u00346,s007,0
u00346,s008,1
u00346,s009,0
u00346,s010,0
u00346,s011,1
u00347,s004,1
u00347,s005,0
u00347,s006,0
u00347,s007,0
u00347,s008,0
u00347,s009,0
u00347,s010,1
u00347,s011,1
u00348,s004,0
u00348,s005,1
u00348,s006,0
u00348,s007,1
u00348,s008,1
u00348,s009,0
u00348,s010,0
u00348,s011,1
u00349,s004,1
u00349,s005,0
u00349,s006,0
u00349,s007,0
u00349,s008,1
u00349,s009,0
u00349,s010,1
u00349,s011,0
u00350,s004,1
u00350,s005,1
u00350,s006,0
u00350,s007,0
u00350,s008,0
u00350,s009,0
u00350,s010,1
u00350,s011,0
u00351,s004,1
u00351,s005,0
u00351,s006,1
u00351,s007,0
u00351,s008,0
u00351,s009,0
u00351,s010,1
u00351,s011,0
u00352,s004,0
u00352,s005,1
u00352,s006,1
u00352,s007,1
u00352,s008,0
u00352,s009,0
u00352,s010,1
u00352,s011,1
u00353,s004,0
u00353,s005,0
u00353,s006,1
u00353,s007,0
u00353,s008,0
u00353,s009,0
u00353,s010,0
u00353,s011,1
u00354,s004,1
u00354,s005,0
u00354,s006,0
u00354,s007,0
u00354,s008,0
u00354,s009,0
u00354,s010,1
u00354,s011,0
u00355,s004,0
u00355,s005,0
u00355,s006,0
u00355,s007,1
u00355,s008,1
u00355,s009,0
u00355,s010,0
u00355,s011,0
u00356,s004,0
u00356,s005,1
u00356,s006,0
u00356,s007,1
u00356,s008,0
u00356,s009,1
u00356,s010,0
u00356,s011,0
u00357,s004,1
u00357,s005,0
u00357,s006,0
u00357,s007,1
u00357,s008,0
u00357,s009,1
u00357,s010,1
u00357,s011,0
u00358,s004,1
u00358,s005,1
u00358,s006,1
u00358,s007,0
u00358,s008,0
u00358,s009,0
u00358,s010,0
u00358,s011,1
u00359,s004,1
u00359,s005,0
u00359,s006,0
u00359,s007,0
u00359,s008,0
u00359,s009,1
u00359,s010,0
u00359,s011,1
u00360,s004,1
u00360,s005,1
u00360,s006,0
u00360,s007,0
u00360,s008,0
u00360,s009,0
u00360,s010,1
u00360,s011,1
u00361,s004,1
u00361,s005,0
u00361,s006,1
u00361,s007,0
u00361,s008,0
u00361,s009,1
u00361,s010,0
u00361,s011,0
u00362,s004,0
u00362,s005,1
u00362,s006,0
u00362,s007,1
u00362,s008,1
u00362,s009,1
u00362,s010,0
u00362,s011,0
u00363,s004,0
u00363,s005,1
u00363,s006,0
u00363,s007,0
u00363,s008,0
u00363,s009,1
u00363,s010,0
u00363,s011,1
u00364,s004,0
u00364,s005,1
u00364,s006,1
u00364,s007,0
u00364,s008,1
u00364,s009,0
u00364,s010,0
u00364,s011,0
u00365,s004,1
u00365,s005,0
u00365,s006,0
u00365,s007,0
u00365,s008,0
u00365,s009,0
u00365,s010,1
u00365,s011,0
u00366,s004,1
u00366,s005,1
u00366,s006,0
u00366,s007,1
u00366,s008,0
u00366,s009,0
u00366,s010,1
u00366,s011,0
u00367,s004,1
u00367,s005,0
u00367,s006,0
u00367,s007,0
u00367,s008,0
u00367,s009,0
u00367,s010,1
u00367,s011,0
u00368,s004,0
u00368,s005,1
u00368,s006,0
u00368,s007,0
u00368,s008,1
u00368,s009,0
u00368,s010,0
u00368,s011,1
u00369,s004,1
u00369,s005,1
u00369,s006,0
u00369,s007,0
u00369,s008,0
u00369,s009,0
u00369,s010,0
u00369,s011,1
u00370,s004,1
u00370,s005,0
u00370,s006,0
u00370,s007,1
u00370,s008,1
u00370,s009,0
u00370,s010,1
u00370,s011,0
u00371,s004,1
u00371,s005,1
u00371,s006,0
u00371,s007,0
u00371,s008,0
u00371,s009,0
u00371,s010,1
u00371,s011,0
u00372,s004,1
u00372,s005,0
u00372,s006,0
u00372,s007,0
u00372,s008,0
u00372,s009,0
u00372,s010,1
u00372,s011,1
u00373,s004,0
u00373,s005,0
u00373,s006,0
u00373,s007,1
u00373,s008,1
u00373,s009,0
u00373,s010,1
u00373,s011,1
u00374,s004,1
u00374,s005,0
u00374,s006,0
u00374,s007,0
u00374,s008,0
u00374,s009,1
u00374,s010,1
u00374,s011,0
u00375,s004,1
u00375,s005,0
u00375,s006,0
u00375,s007,0
u00375,s008,0
u00375,s009,0
u00375,s010,1
u00375,s011,0
u00376,s004,0
u00376,s005,1
u00376,s006,1
u00376,s007,0
u00376,s008,0
u00376,s009,0
u00376,s010,0
u00376,s011,0
u00377,s004,0
u00377,s005,1
u00377,s006,1
u00377,s007,0
u00377,s008,0
u00377,s009,0
u00377,s010,0
u00377,s011,0
u00378,s004,1
u00378,s005,1
u00378,s006,0
u00378,s007,0
u00378,s008,0
u00378,s009,0
u00378,s010,1
u00378,s011,0
u00379,s004,0
u00379,s005,1
u00379,s006,0
u00379,s007,0
u00379,s008,0
u00379,s009,1
u00379,s010,0
u00379,s011,0
u00380,s004,1
u00380,s005,0
u00380,s006,0
u00380,s007,1
u00380,s008,0
u00380,s009,0
u00380,s010,1
u00380,s011,0
u00381,s004,1
u00381,s005,0
u00381,s006,1
u00381,s007,0
u00381,s008,0
u00381,s009,0
u00381,s010,1
u00381,s011,0
u00382,s004,1
u00382,s005,1
u00382,s006,0
u00382,s007,1
u00382,s008,0
u00382,s009,0
u00382,s010,1
u00382,s011,0
u00383,s004,1
u00383,s005,1
u00383,s006,0
u00383,s007,0
u00383,s008,1
u00383,s009,0
u00383,s010,1
u00383,s011,0
u00384,s004,1
u00384,s005,0
u00384,s006,1
u00384,s007,0
u00384,s008,0
u00384,s009,1
u00384,s010,0
u00384,s011,1
u00385,s004,0
u00385,s005,1
u00385,s006,1
u00385,s007,0
u00385,s008,0
u00385,s009,0
u00385,s010,0
u00385,s011,0
u00386,s004,0
u00386,s005,1
u00386,s006,1
u00386,s007,0
u00386,s008,1
u00386,s009,0
u00386,s010,0
u00386,s011,0
u00387,s004,0
u00387,s005,0
u00387,s006,1
u00387,s007,0
u00387,s008,0
u00387,s009,0
u00387,s010,0
u00387,s011,0
u00388,s004,1
u00388,s005,0
